ID,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With
2193,pescatarian,less frequently,coal,often,70,5,8,11,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
2194,omnivore,more frequently,wood,often,110,24,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2195,omnivore,less frequently,wood,sometimes,240,24,47,5,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove']
2196,pescatarian,more frequently,natural gas,sometimes,163,11,0,7,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove']
2197,vegan,more frequently,electricity,often,177,23,28,24,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave']
2198,vegetarian,twice a day,natural gas,sometimes,185,19,40,23,No,"['Plastic', 'Glass']",['Oven']
2199,omnivore,less frequently,natural gas,sometimes,244,18,27,7,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
2200,omnivore,less frequently,natural gas,sometimes,96,10,48,17,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']"
2201,vegetarian,more frequently,natural gas,often,54,2,0,2,No,['Paper'],['Microwave']
2202,pescatarian,daily,wood,often,79,4,11,15,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2203,omnivore,less frequently,electricity,often,230,15,30,13,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
2204,pescatarian,less frequently,natural gas,sometimes,231,23,29,16,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
2205,vegetarian,twice a day,wood,never,60,22,20,10,No,"['Paper', 'Metal']",['Microwave']
2206,vegan,daily,electricity,never,61,0,9,6,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2207,vegan,daily,coal,sometimes,175,23,27,13,Sometimes,['Plastic'],['Oven']
2208,vegetarian,twice a day,electricity,often,235,10,9,6,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']"
2209,omnivore,more frequently,natural gas,never,145,7,10,13,No,['Paper'],"['Stove', 'Grill', 'Airfryer']"
2210,pescatarian,less frequently,electricity,sometimes,83,6,46,6,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
2211,omnivore,twice a day,electricity,sometimes,83,8,7,16,Sometimes,"['Paper', 'Plastic']",['Stove']
2212,vegan,twice a day,natural gas,never,260,11,34,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2213,vegan,less frequently,coal,sometimes,171,16,47,12,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
2214,vegetarian,twice a day,electricity,never,220,20,34,12,No,"['Plastic', 'Metal']",['Stove']
2215,omnivore,daily,electricity,never,283,6,16,8,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
2216,vegetarian,more frequently,natural gas,never,251,10,48,22,Yes,[],['Stove']
2217,omnivore,daily,coal,often,258,12,27,9,No,"['Paper', 'Plastic']","['Stove', 'Microwave']"
2218,pescatarian,less frequently,natural gas,sometimes,207,21,23,20,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2219,pescatarian,more frequently,coal,never,127,10,49,4,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2220,vegetarian,daily,coal,never,293,6,29,19,Yes,['Paper'],"['Oven', 'Microwave']"
2221,omnivore,less frequently,coal,sometimes,126,15,7,9,No,['Paper'],['Oven']
2222,vegan,less frequently,electricity,often,157,17,47,14,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']"
2223,vegan,less frequently,wood,never,54,22,49,9,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
2224,vegetarian,twice a day,natural gas,sometimes,252,7,0,12,No,"['Paper', 'Plastic', 'Glass']",['Oven']
2225,omnivore,daily,wood,never,138,20,19,6,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
2226,vegan,twice a day,electricity,never,183,24,16,20,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2227,vegan,more frequently,natural gas,never,104,11,8,22,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']"
2228,pescatarian,daily,electricity,never,200,3,13,22,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
2229,omnivore,daily,wood,never,220,21,42,19,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2230,vegetarian,more frequently,electricity,sometimes,126,4,14,16,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2231,omnivore,more frequently,wood,often,187,5,5,21,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
2232,vegetarian,more frequently,wood,often,286,18,13,10,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2233,pescatarian,less frequently,electricity,often,202,7,3,1,Sometimes,['Glass'],[]
2234,vegetarian,less frequently,natural gas,often,121,10,39,15,Sometimes,['Metal'],"['Grill', 'Airfryer']"
2235,vegan,daily,natural gas,sometimes,187,16,47,10,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
2236,pescatarian,twice a day,electricity,never,234,0,21,15,Sometimes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']"
2237,vegan,less frequently,natural gas,often,189,24,43,0,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']"
2238,pescatarian,twice a day,electricity,often,157,7,12,18,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
2239,vegan,twice a day,natural gas,often,73,7,31,21,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']"
2240,vegetarian,twice a day,coal,often,53,10,17,1,Yes,['Plastic'],"['Stove', 'Microwave']"
2241,omnivore,less frequently,natural gas,often,235,6,19,17,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2242,omnivore,more frequently,natural gas,never,134,14,21,11,Sometimes,"['Plastic', 'Metal']",[]
2243,vegetarian,twice a day,wood,sometimes,167,22,18,20,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']"
2244,vegan,daily,coal,often,284,19,30,14,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
2245,vegan,less frequently,wood,never,66,13,10,13,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2246,omnivore,twice a day,coal,sometimes,181,1,6,7,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']"
2247,vegetarian,more frequently,natural gas,often,92,15,4,22,No,"['Glass', 'Metal']","['Stove', 'Oven']"
2248,vegan,daily,wood,often,71,19,48,1,Yes,['Plastic'],"['Oven', 'Microwave']"
2249,vegan,daily,natural gas,often,80,13,42,24,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2250,vegan,daily,wood,never,129,3,42,18,No,[],"['Oven', 'Grill', 'Airfryer']"
2251,pescatarian,more frequently,natural gas,sometimes,260,9,50,21,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
2252,omnivore,daily,coal,sometimes,295,9,50,5,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
2253,omnivore,daily,coal,sometimes,217,14,50,5,Yes,"['Glass', 'Metal']",['Microwave']
2254,pescatarian,less frequently,wood,sometimes,193,6,23,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
2255,pescatarian,daily,natural gas,sometimes,198,9,36,6,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2256,vegan,less frequently,electricity,never,221,20,18,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']"
2257,omnivore,less frequently,electricity,never,172,1,41,12,No,['Paper'],"['Oven', 'Grill', 'Airfryer']"
2258,vegan,less frequently,electricity,never,229,14,29,6,Yes,"['Paper', 'Metal']",['Stove']
2259,pescatarian,daily,electricity,sometimes,231,1,10,15,Yes,['Glass'],['Stove']
2260,vegan,more frequently,natural gas,never,297,14,46,19,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
2261,vegan,daily,wood,often,237,20,38,14,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove']
2262,pescatarian,more frequently,electricity,often,224,7,37,9,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2263,pescatarian,twice a day,natural gas,never,101,19,34,17,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2264,vegan,more frequently,natural gas,never,71,23,28,3,Yes,"['Paper', 'Glass', 'Metal']",['Stove']
2265,vegan,twice a day,natural gas,never,178,16,39,21,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2266,vegetarian,twice a day,natural gas,never,236,8,23,7,Sometimes,['Paper'],[]
2267,vegan,daily,natural gas,sometimes,127,14,29,13,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']"
2268,pescatarian,less frequently,wood,never,92,15,21,18,Yes,"['Plastic', 'Glass']",['Oven']
2269,pescatarian,twice a day,coal,often,256,12,46,20,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
2270,pescatarian,daily,natural gas,never,286,18,15,16,No,"['Plastic', 'Glass', 'Metal']",['Oven']
2271,vegetarian,twice a day,coal,never,137,22,20,22,Sometimes,['Metal'],['Stove']
2272,pescatarian,less frequently,electricity,often,250,11,48,6,Yes,[],"['Stove', 'Grill', 'Airfryer']"
2273,vegetarian,twice a day,coal,sometimes,259,8,49,8,No,"['Paper', 'Metal']",[]
2274,pescatarian,twice a day,electricity,never,177,6,24,7,Yes,['Metal'],"['Stove', 'Oven']"
2275,omnivore,twice a day,wood,often,188,11,27,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2276,vegan,more frequently,wood,sometimes,148,19,29,19,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2277,pescatarian,more frequently,natural gas,often,112,2,44,14,Yes,"['Paper', 'Glass']",['Microwave']
2278,pescatarian,more frequently,natural gas,often,81,19,14,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']"
2279,pescatarian,daily,electricity,often,73,1,46,1,Yes,"['Glass', 'Metal']",['Oven']
2280,pescatarian,less frequently,wood,sometimes,292,4,43,6,Sometimes,['Paper'],['Stove']
2281,vegan,twice a day,natural gas,often,110,10,48,0,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2282,vegan,daily,natural gas,never,193,19,14,12,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
2283,pescatarian,more frequently,natural gas,often,92,10,22,6,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2284,pescatarian,less frequently,wood,often,97,11,18,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']"
2285,vegan,daily,wood,sometimes,267,8,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2286,vegan,twice a day,wood,sometimes,217,0,33,23,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
2287,vegetarian,less frequently,natural gas,never,244,12,39,9,Yes,['Glass'],['Stove']
2288,pescatarian,more frequently,electricity,often,149,8,32,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
2289,omnivore,less frequently,electricity,never,262,4,47,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2290,vegetarian,twice a day,natural gas,sometimes,135,8,26,9,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']"
2291,pescatarian,more frequently,wood,often,219,16,31,17,No,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
2292,pescatarian,daily,wood,never,83,3,4,20,Yes,['Metal'],[]
2293,vegan,twice a day,natural gas,often,80,0,47,7,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']"
2294,omnivore,twice a day,coal,often,83,2,16,17,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave']
2295,vegetarian,less frequently,wood,never,87,22,33,5,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2296,vegetarian,less frequently,electricity,never,161,4,32,3,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
2297,vegetarian,less frequently,natural gas,sometimes,270,9,31,14,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2298,vegetarian,less frequently,wood,never,277,18,33,13,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
2299,omnivore,more frequently,natural gas,often,229,0,17,21,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2300,pescatarian,more frequently,wood,sometimes,127,14,25,1,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
2301,omnivore,more frequently,wood,often,273,17,32,7,Yes,"['Paper', 'Plastic', 'Metal']",['Stove']
2302,pescatarian,less frequently,wood,often,170,17,22,20,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
2303,vegetarian,daily,wood,sometimes,106,23,35,6,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2304,omnivore,daily,wood,never,51,3,7,21,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven']
2305,pescatarian,less frequently,electricity,sometimes,134,2,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']"
2306,vegan,less frequently,coal,sometimes,188,16,23,1,Sometimes,['Plastic'],['Stove']
2307,vegan,twice a day,wood,sometimes,52,19,37,16,Yes,['Metal'],"['Stove', 'Microwave']"
2308,omnivore,daily,wood,never,156,12,35,24,Sometimes,[],"['Oven', 'Grill', 'Airfryer']"
2309,omnivore,daily,electricity,sometimes,229,12,13,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2310,vegan,daily,wood,often,262,11,43,14,No,"['Plastic', 'Glass']",['Stove']
2311,omnivore,twice a day,electricity,often,157,0,22,11,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
2312,omnivore,daily,electricity,never,241,0,30,11,Sometimes,['Glass'],"['Oven', 'Microwave']"
2313,pescatarian,more frequently,electricity,never,137,7,5,17,No,['Glass'],['Microwave']
2314,vegetarian,daily,natural gas,often,107,0,34,1,No,['Plastic'],[]
2315,omnivore,more frequently,wood,sometimes,70,7,50,0,Sometimes,['Metal'],[]
2316,vegan,twice a day,wood,sometimes,119,7,8,5,No,"['Plastic', 'Glass']",['Stove']
2317,omnivore,more frequently,natural gas,sometimes,96,14,23,16,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2318,vegetarian,twice a day,wood,often,299,3,34,0,No,[],"['Microwave', 'Grill', 'Airfryer']"
2319,omnivore,less frequently,coal,sometimes,244,2,19,11,Yes,[],"['Microwave', 'Grill', 'Airfryer']"
2320,vegetarian,less frequently,wood,never,115,4,35,0,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2321,pescatarian,less frequently,wood,sometimes,205,6,11,20,Sometimes,[],"['Stove', 'Oven', 'Microwave']"
2322,vegan,less frequently,natural gas,never,266,24,32,20,Yes,[],"['Oven', 'Grill', 'Airfryer']"
2323,pescatarian,more frequently,coal,never,145,15,37,17,Yes,[],['Microwave']
2324,omnivore,more frequently,coal,never,131,10,17,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2325,vegetarian,twice a day,coal,often,123,3,46,24,Yes,['Glass'],[]
2326,pescatarian,less frequently,coal,sometimes,171,5,16,22,Sometimes,[],"['Stove', 'Oven', 'Microwave']"
2327,vegan,more frequently,wood,often,214,2,22,23,No,"['Paper', 'Metal']",[]
2328,vegetarian,daily,natural gas,often,141,17,3,6,Yes,['Plastic'],"['Stove', 'Microwave']"
2329,pescatarian,daily,electricity,never,103,5,0,6,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2330,omnivore,daily,wood,sometimes,98,21,12,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
2331,vegan,more frequently,wood,often,123,4,32,12,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2332,vegan,daily,wood,often,240,9,34,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
2333,omnivore,more frequently,coal,often,184,15,25,16,No,['Metal'],"['Oven', 'Grill', 'Airfryer']"
2334,vegan,more frequently,coal,often,273,0,42,16,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']"
2335,vegetarian,more frequently,natural gas,sometimes,78,1,27,13,Yes,['Paper'],['Oven']
2336,pescatarian,daily,wood,sometimes,78,20,50,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2337,vegan,daily,coal,never,117,4,41,4,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']"
2338,pescatarian,daily,electricity,sometimes,54,7,19,16,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']"
2339,omnivore,less frequently,natural gas,often,217,1,43,8,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2340,pescatarian,twice a day,natural gas,sometimes,179,24,37,0,No,['Metal'],"['Stove', 'Grill', 'Airfryer']"
2341,pescatarian,twice a day,natural gas,never,266,6,30,19,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
2342,vegan,twice a day,wood,never,265,17,40,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
2343,pescatarian,more frequently,natural gas,never,214,15,35,1,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
2344,omnivore,more frequently,coal,sometimes,117,3,26,13,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2345,omnivore,daily,natural gas,sometimes,207,2,39,20,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2346,omnivore,twice a day,coal,never,248,2,5,1,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']"
2347,vegetarian,less frequently,coal,often,96,2,38,12,No,['Plastic'],"['Stove', 'Microwave']"
2348,omnivore,less frequently,wood,often,233,11,37,8,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
2349,omnivore,less frequently,wood,never,183,10,26,12,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
2350,pescatarian,daily,wood,never,179,21,31,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
2351,vegetarian,twice a day,wood,often,197,14,14,18,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
2352,vegetarian,more frequently,natural gas,often,181,8,4,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
2353,vegetarian,more frequently,wood,often,139,20,1,19,No,"['Paper', 'Glass', 'Metal']",['Microwave']
2354,vegetarian,twice a day,electricity,often,93,16,16,7,Yes,"['Paper', 'Plastic', 'Metal']",[]
2355,vegetarian,twice a day,electricity,sometimes,297,19,13,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2356,omnivore,less frequently,wood,sometimes,273,0,47,12,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
2357,vegan,twice a day,coal,never,179,22,49,2,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave']
2358,omnivore,daily,natural gas,never,287,22,49,23,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
2359,vegetarian,daily,coal,sometimes,80,13,34,20,Yes,['Paper'],"['Grill', 'Airfryer']"
2360,pescatarian,less frequently,wood,sometimes,156,10,17,3,No,"['Paper', 'Plastic', 'Glass']",[]
2361,vegan,less frequently,electricity,sometimes,182,20,40,5,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove']
2362,vegetarian,less frequently,coal,sometimes,182,22,27,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
2363,omnivore,less frequently,wood,sometimes,289,11,7,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
2364,omnivore,more frequently,coal,often,240,1,34,9,No,"['Paper', 'Plastic', 'Metal']",['Microwave']
2365,pescatarian,daily,electricity,sometimes,105,17,22,13,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']"
2366,vegetarian,daily,electricity,sometimes,295,2,50,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
2367,pescatarian,less frequently,wood,sometimes,128,22,29,20,Yes,['Metal'],['Microwave']
2368,omnivore,less frequently,coal,never,197,21,36,9,No,"['Paper', 'Metal']","['Oven', 'Microwave']"
2369,vegetarian,more frequently,coal,sometimes,80,10,46,23,No,"['Paper', 'Glass', 'Metal']",[]
2370,omnivore,more frequently,wood,sometimes,237,5,34,23,Yes,[],[]
2371,pescatarian,less frequently,wood,sometimes,146,5,14,7,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']"
2372,vegetarian,more frequently,electricity,sometimes,160,5,20,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2373,pescatarian,more frequently,electricity,never,54,17,19,18,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
2374,vegan,twice a day,electricity,sometimes,255,8,36,2,Yes,['Metal'],['Stove']
2375,vegetarian,daily,wood,sometimes,295,3,45,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
2376,vegan,less frequently,wood,often,56,5,37,13,No,"['Plastic', 'Glass']","['Oven', 'Microwave']"
2377,omnivore,more frequently,wood,never,56,17,33,10,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']"
2378,omnivore,twice a day,wood,sometimes,93,5,42,3,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
2379,pescatarian,daily,natural gas,often,298,16,6,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2380,vegetarian,twice a day,coal,often,216,1,18,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
2381,vegan,daily,natural gas,often,68,11,0,13,Sometimes,"['Glass', 'Metal']",[]
2382,omnivore,less frequently,coal,sometimes,206,5,29,21,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']"
