ID,Waste Bag Size,Waste Bag Weekly Count
9145,large,6
9146,medium,3
9147,extra large,7
9148,extra large,7
9149,small,2
9150,large,1
9151,extra large,5
9152,medium,1
9153,extra large,5
9154,medium,7
9155,medium,1
9156,small,7
9157,medium,4
9158,small,2
9159,large,1
9160,medium,2
9161,small,3
9162,large,2
9163,large,4
9164,small,7
9165,medium,4
9166,extra large,4
9167,small,6
9168,large,6
9169,large,6
9170,medium,6
9171,small,2
9172,medium,5
9173,medium,3
9174,large,5
9175,medium,5
9176,small,3
9177,medium,4
9178,large,6
9179,extra large,4
9180,extra large,4
9181,extra large,4
9182,large,3
9183,small,7
9184,medium,7
9185,large,6
9186,medium,1
9187,medium,6
9188,small,1
9189,medium,6
9190,medium,5
9191,medium,1
9192,extra large,4
9193,large,5
9194,medium,6
9195,extra large,4
9196,small,6
9197,medium,6
9198,small,7
9199,medium,4
9200,small,5
9201,medium,6
9202,extra large,6
9203,extra large,1
9204,extra large,4
9205,extra large,1
9206,medium,3
9207,extra large,2
9208,large,3
9209,extra large,3
9210,small,7
9211,small,2
9212,medium,2
9213,extra large,1
9214,extra large,5
9215,medium,6
9216,small,1
9217,medium,1
9218,medium,5
9219,large,1
9220,large,4
9221,large,4
9222,extra large,6
9223,medium,5
9224,medium,7
9225,small,5
9226,large,4
9227,small,2
9228,extra large,7
9229,extra large,7
9230,small,5
9231,medium,1
9232,small,1
9233,extra large,4
9234,medium,7
9235,large,2
9236,extra large,3
9237,small,2
9238,medium,7
9239,small,4
9240,extra large,3
9241,extra large,4
9242,large,4
9243,extra large,3
9244,medium,5
9245,extra large,3
9246,medium,4
9247,large,1
9248,medium,1
9249,medium,4
9250,medium,4
9251,large,4
9252,small,1
9253,medium,6
9254,extra large,3
9255,small,7
9256,small,5
9257,small,1
9258,large,6
9259,small,2
9260,small,2
9261,large,3
9262,small,6
9263,medium,3
9264,small,6
9265,small,5
9266,small,4
9267,small,7
9268,small,7
9269,large,6
9270,small,7
9271,extra large,7
9272,extra large,2
9273,small,6
9274,medium,6
9275,large,7
9276,extra large,6
9277,extra large,5
9278,extra large,7
9279,large,5
9280,medium,1
9281,extra large,7
9282,small,7
9283,extra large,4
9284,extra large,7
9285,extra large,2
9286,medium,2
9287,extra large,2
9288,extra large,7
9289,large,6
9290,medium,5
9291,small,1
9292,small,5
9293,small,5
9294,extra large,1
9295,medium,5
9296,medium,2
9297,extra large,6
9298,small,6
9299,large,3
9300,large,5
9301,extra large,4
9302,extra large,4
9303,large,3
9304,medium,3
9305,large,5
9306,extra large,7
9307,medium,6
9308,large,4
9309,large,2
9310,small,1
9311,large,3
9312,small,4
9313,small,7
9314,extra large,1
9315,small,1
9316,small,3
9317,large,3
9318,large,4
9319,small,2
9320,medium,7
9321,medium,5
9322,medium,7
9323,medium,7
9324,large,1
9325,medium,5
9326,small,4
9327,medium,1
9328,extra large,1
9329,medium,2
9330,medium,5
9331,large,4
9332,small,7
9333,extra large,4
9334,large,3
9335,medium,2
9336,large,3
9337,extra large,3
9338,small,2
9339,extra large,4
9340,extra large,5
9341,small,2
9342,large,5
9343,large,2
9344,large,5
9345,large,1
9346,large,6
9347,small,7
9348,small,1
9349,small,4
9350,medium,4
9351,small,4
9352,medium,5
9353,small,2
9354,medium,6
9355,large,5
9356,extra large,3
9357,medium,3
9358,large,5
9359,small,5
9360,medium,1
9361,large,4
9362,large,4
9363,extra large,4
9364,small,2
9365,small,3
9366,large,7
9367,extra large,1
9368,large,7
9369,medium,5
9370,small,7
9371,large,5
9372,small,4
9373,small,2
9374,extra large,4
9375,large,2
9376,extra large,5
9377,small,3
9378,small,5
9379,small,2
9380,small,5
9381,large,3
9382,large,3
9383,extra large,4
9384,extra large,6
9385,medium,7
9386,medium,2
9387,medium,3
9388,extra large,1
9389,large,2
9390,small,4
9391,extra large,3
9392,medium,1
9393,extra large,4
9394,small,1
9395,extra large,7
9396,large,1
9397,medium,5
9398,extra large,2
9399,large,6
9400,small,3
9401,large,6
9402,extra large,2
9403,small,1
9404,extra large,6
9405,extra large,4
9406,small,1
9407,small,3
9408,extra large,6
9409,small,2
9410,extra large,7
9411,extra large,6
9412,small,6
9413,small,7
9414,extra large,1
9415,medium,6
9416,extra large,1
9417,medium,7
9418,extra large,3
9419,medium,7
9420,small,1
9421,medium,2
9422,small,7
9423,small,4
9424,medium,4
9425,small,2
9426,extra large,5
9427,small,4
9428,extra large,3
9429,small,7
9430,extra large,7
9431,large,5
9432,medium,5
9433,small,4
9434,extra large,5
9435,large,7
9436,extra large,7
9437,small,3
9438,extra large,3
9439,small,3
9440,small,1
9441,medium,7
9442,extra large,2
9443,medium,2
9444,extra large,2
9445,extra large,4
9446,small,3
9447,large,5
9448,small,6
9449,medium,4
9450,medium,2
9451,medium,2
9452,extra large,2
9453,medium,7
9454,small,1
9455,extra large,2
9456,large,1
9457,large,5
9458,large,2
9459,small,7
9460,large,6
9461,large,6
9462,extra large,5
9463,medium,7
9464,medium,2
9465,large,5
9466,small,7
9467,small,1
9468,medium,4
9469,extra large,5
9470,small,3
9471,small,7
9472,extra large,6
9473,small,4
9474,large,7
9475,small,4
9476,extra large,6
9477,medium,7
9478,small,2
9479,large,6
9480,medium,5
9481,medium,1
9482,extra large,2
9483,medium,1
9484,extra large,7
9485,medium,4
9486,medium,6
9487,extra large,2
9488,large,2
9489,small,2
9490,extra large,3
9491,small,1
9492,large,1
9493,extra large,3
9494,extra large,3
9495,large,7
9496,extra large,5
9497,small,6
9498,medium,7
9499,extra large,2
9500,extra large,4
9501,medium,1
9502,large,2
9503,small,4
9504,extra large,5
9505,extra large,4
9506,medium,7
9507,medium,1
9508,small,2
9509,extra large,2
9510,small,2
9511,small,3
9512,large,7
9513,small,3
9514,large,4
9515,extra large,3
9516,large,2
9517,large,4
9518,small,4
9519,large,1
9520,medium,5
9521,medium,6
9522,extra large,1
9523,large,4
9524,small,4
9525,extra large,3
9526,medium,5
9527,small,5
9528,medium,2
9529,medium,3
9530,small,5
9531,extra large,4
9532,large,5
9533,small,6
9534,extra large,1
9535,small,7
9536,large,5
9537,large,4
9538,large,2
9539,medium,1
9540,large,5
9541,extra large,4
9542,medium,4
9543,small,7
9544,large,2
9545,small,3
9546,small,4
9547,small,7
9548,medium,2
9549,large,6
9550,large,5
9551,extra large,2
9552,small,6
9553,medium,3
9554,large,4
9555,small,1
9556,extra large,3
9557,small,5
9558,large,1
9559,extra large,4
9560,extra large,2
9561,small,7
9562,extra large,4
9563,large,7
9564,medium,5
9565,medium,5
9566,medium,4
9567,medium,3
9568,extra large,5
9569,small,1
9570,large,3
9571,medium,7
9572,small,6
9573,small,2
9574,extra large,7
9575,small,3
9576,extra large,2
9577,medium,4
9578,medium,6
9579,extra large,4
9580,large,2
9581,small,3
9582,medium,7
9583,medium,5
9584,small,6
9585,extra large,1
9586,large,3
9587,medium,3
9588,extra large,5
9589,large,4
9590,small,7
9591,small,6
9592,small,4
9593,large,7
9594,large,5
9595,large,1
9596,large,5
9597,small,4
9598,large,6
9599,small,6
9600,extra large,6
9601,medium,2
9602,extra large,1
9603,large,3
9604,medium,7
9605,small,7
9606,large,6
9607,small,1
9608,large,4
9609,large,1
9610,extra large,1
9611,extra large,1
9612,extra large,7
9613,extra large,5
9614,medium,4
9615,extra large,6
9616,medium,7
9617,small,3
9618,small,1
9619,large,3
9620,small,4
9621,medium,4
9622,extra large,6
9623,medium,6
9624,small,4
9625,extra large,4
9626,large,2
9627,extra large,6
9628,large,4
9629,large,3
9630,medium,2
9631,small,3
9632,small,7
9633,medium,6
9634,large,7
9635,small,4
9636,small,3
9637,extra large,1
9638,large,4
9639,extra large,1
9640,small,6
9641,large,3
9642,medium,4
9643,medium,3
9644,extra large,7
9645,small,1
9646,extra large,3
9647,medium,1
9648,medium,7
9649,extra large,6
9650,large,7
9651,large,1
9652,large,7
9653,small,2
9654,extra large,5
9655,large,5
9656,medium,7
9657,medium,7
9658,medium,6
9659,medium,6
9660,large,5
9661,large,4
9662,small,1
9663,extra large,7
9664,extra large,7
9665,small,6
9666,medium,4
9667,medium,7
9668,medium,4
9669,large,2
9670,small,3
9671,extra large,6
9672,small,5
9673,small,3
9674,large,2
9675,small,6
9676,large,5
9677,small,7
9678,large,3
9679,medium,7
9680,extra large,6
9681,small,7
9682,small,2
9683,medium,2
9684,extra large,6
9685,large,1
9686,small,6
9687,large,6
9688,small,7
9689,small,6
9690,extra large,3
9691,small,1
9692,medium,3
9693,medium,1
9694,large,1
9695,small,4
9696,large,3
9697,extra large,6
9698,large,2
9699,large,5
9700,extra large,3
9701,extra large,4
9702,medium,2
9703,small,7
9704,medium,1
9705,small,3
9706,large,5
9707,small,6
9708,medium,1
9709,small,2
9710,extra large,7
9711,small,7
9712,large,6
9713,large,1
9714,extra large,1
9715,medium,6
9716,small,3
9717,medium,4
9718,extra large,6
9719,extra large,7
9720,extra large,5
9721,extra large,3
9722,small,2
9723,medium,4
9724,extra large,2
9725,medium,7
9726,small,1
9727,extra large,3
9728,small,2
9729,medium,5
9730,small,2
9731,small,7
9732,small,2
9733,medium,2
9734,large,5
9735,large,2
9736,medium,4
9737,medium,7
9738,large,6
9739,extra large,7
9740,large,5
9741,large,4
9742,small,5
9743,medium,1
9744,small,2
9745,large,4
9746,extra large,1
9747,large,6
9748,large,2
9749,small,2
9750,large,6
9751,medium,7
9752,extra large,7
9753,extra large,2
9754,medium,1
9755,extra large,3
9756,large,2
9757,medium,3
9758,large,4
9759,medium,4
9760,small,3
9761,medium,4
9762,large,5
9763,small,3
9764,small,2
9765,small,1
9766,large,3
9767,small,5
9768,extra large,1
9769,extra large,6
9770,large,2
9771,small,7
9772,medium,5
9773,small,3
9774,small,6
9775,small,3
9776,small,4
9777,medium,1
9778,extra large,3
9779,medium,1
9780,extra large,5
9781,large,4
9782,extra large,7
9783,medium,2
9784,small,1
9785,extra large,7
9786,small,5
9787,medium,1
9788,medium,1
9789,medium,3
9790,extra large,2
9791,medium,7
9792,extra large,7
9793,large,1
9794,medium,5
9795,extra large,2
9796,small,3
9797,large,5
9798,medium,2
9799,large,1
9800,large,2
9801,large,1
9802,extra large,6
9803,medium,6
9804,large,1
9805,small,1
9806,small,5
9807,small,7
9808,small,1
9809,medium,5
9810,extra large,6
9811,large,5
9812,medium,5
9813,large,2
9814,large,1
9815,large,1
9816,medium,3
9817,small,2
9818,large,4
9819,medium,3
9820,extra large,5
9821,small,5
9822,extra large,3
9823,small,5
9824,medium,2
9825,large,7
9826,small,4
9827,medium,7
9828,medium,5
9829,medium,7
9830,large,7
9831,large,3
9832,large,4
9833,small,5
9834,medium,2
9835,extra large,4
9836,small,4
9837,small,4
9838,small,5
9839,medium,7
9840,medium,5
9841,small,4
9842,medium,2
9843,small,3
9844,large,4
9845,small,1
9846,small,2
9847,small,2
9848,extra large,6
9849,medium,7
9850,extra large,2
9851,small,6
9852,small,1
9853,extra large,4
9854,medium,4
9855,extra large,7
9856,extra large,6
9857,medium,2
9858,extra large,1
9859,large,7
9860,small,2
9861,medium,3
9862,small,4
9863,small,6
9864,extra large,5
9865,extra large,6
9866,extra large,3
9867,small,5
9868,extra large,5
9869,extra large,3
9870,large,1
9871,small,4
9872,extra large,2
9873,medium,2
9874,medium,1
9875,large,1
9876,large,3
9877,extra large,5
9878,small,7
9879,extra large,2
9880,small,1
9881,medium,3
9882,extra large,5
9883,small,2
9884,extra large,3
9885,large,6
9886,small,7
9887,small,5
9888,small,7
9889,small,3
9890,medium,1
9891,medium,5
9892,extra large,7
9893,extra large,4
9894,extra large,1
9895,small,5
9896,small,4
9897,extra large,3
9898,large,4
9899,extra large,3
9900,small,6
9901,large,6
9902,extra large,5
9903,medium,2
9904,medium,6
9905,large,7
9906,extra large,1
9907,large,4
9908,extra large,1
9909,medium,5
9910,large,7
9911,small,2
9912,small,6
9913,small,2
9914,extra large,5
9915,small,5
9916,large,1
9917,large,1
9918,large,6
9919,small,1
9920,large,5
9921,large,6
9922,medium,3
9923,extra large,5
9924,medium,6
9925,large,6
9926,extra large,2
9927,small,2
9928,extra large,3
9929,small,6
9930,small,5
9931,extra large,1
9932,small,4
9933,medium,5
9934,extra large,6
9935,extra large,6
9936,small,7
9937,small,2
9938,small,3
9939,extra large,7
9940,medium,6
9941,medium,1
9942,large,2
9943,large,7
9944,extra large,6
9945,small,7
9946,medium,2
9947,small,4
9948,medium,1
9949,small,3
9950,medium,6
9951,large,7
9952,small,7
9953,extra large,2
9954,extra large,3
9955,extra large,1
9956,large,6
9957,large,3
9958,small,1
9959,medium,2
9960,extra large,1
9961,large,2
9962,small,1
9963,large,3
9964,large,2
9965,medium,6
9966,extra large,7
9967,large,5
9968,large,5
9969,small,1
9970,medium,4
9971,medium,7
9972,extra large,1
9973,large,6
9974,large,1
9975,extra large,2
9976,large,3
9977,medium,4
9978,extra large,1
9979,extra large,4
9980,small,1
9981,large,7
9982,large,7
9983,extra large,7
9984,extra large,3
9985,medium,6
9986,medium,3
9987,small,4
9988,medium,1
9989,medium,4
9990,large,7
9991,small,3
9992,extra large,5
9993,large,4
9994,extra large,4
9995,medium,4
9996,medium,2
9997,large,7
9998,medium,2
9999,medium,5
10000,medium,4
10001,small,3
10002,medium,7
10003,large,2
10004,extra large,7
10005,extra large,2
10006,small,3
10007,large,2
10008,small,7
10009,extra large,2
10010,large,3
10011,medium,1
10012,large,1
10013,medium,7
10014,medium,1
10015,small,6
10016,small,3
10017,large,2
10018,medium,1
10019,small,3
10020,medium,1
10021,extra large,4
10022,medium,1
10023,medium,4
10024,small,1
10025,extra large,5
10026,small,7
10027,extra large,6
10028,extra large,4
10029,medium,6
10030,large,6
10031,small,1
10032,large,4
10033,large,7
10034,extra large,3
10035,extra large,2
10036,large,5
10037,medium,3
10038,large,7
10039,small,1
10040,small,7
10041,large,5
10042,medium,7
10043,extra large,4
10044,small,6
10045,large,1
10046,small,4
10047,small,6
10048,medium,7
10049,extra large,4
10050,large,6
10051,extra large,4
10052,medium,2
10053,large,7
10054,large,3
10055,large,2
10056,small,3
10057,medium,7
10058,large,1
10059,extra large,6
10060,small,7
10061,small,7
10062,small,1
10063,extra large,3
10064,extra large,4
10065,medium,4
10066,small,5
10067,large,6
10068,small,7
10069,extra large,6
10070,extra large,4
10071,large,6
10072,medium,3
10073,extra large,3
10074,large,4
10075,extra large,2
10076,extra large,3
10077,extra large,6
10078,small,3
10079,small,7
10080,large,6
10081,large,5
10082,large,4
10083,extra large,2
10084,large,1
10085,large,7
10086,small,7
10087,extra large,1
10088,medium,3
10089,small,2
10090,extra large,6
10091,large,6
10092,small,3
10093,medium,5
10094,small,1
10095,medium,5
10096,small,7
10097,small,6
10098,large,1
10099,medium,3
10100,medium,2
10101,large,2
10102,small,7
10103,extra large,3
10104,small,7
10105,small,7
10106,large,3
10107,large,4
10108,large,4
10109,extra large,2
10110,extra large,3
10111,small,2
10112,small,5
10113,medium,4
10114,small,7
10115,small,4
10116,small,3
10117,extra large,1
10118,extra large,5
10119,large,7
10120,small,4
10121,small,6
10122,small,4
10123,medium,4
10124,extra large,3
10125,large,1
10126,medium,3
10127,small,6
10128,extra large,5
10129,medium,5
10130,medium,5
10131,small,2
10132,medium,7
10133,medium,5
10134,extra large,7
10135,small,3
10136,large,3
10137,medium,5
10138,medium,4
10139,medium,3
10140,extra large,7
10141,extra large,2
10142,extra large,1
10143,large,1
10144,small,6
10145,medium,3
10146,large,4
10147,small,6
10148,medium,3
10149,medium,6
10150,extra large,7
10151,small,3
10152,extra large,7
10153,small,6
10154,extra large,6
10155,large,3
10156,medium,3
10157,small,4
10158,extra large,5
10159,large,5
10160,extra large,4
10161,large,7
10162,medium,4
10163,extra large,7
10164,medium,5
10165,large,1
10166,large,3
10167,small,3
10168,small,5
10169,small,3
10170,large,6
10171,extra large,5
10172,small,4
10173,large,3
10174,extra large,7
10175,large,4
10176,medium,5
10177,small,1
10178,medium,4
10179,small,7
10180,medium,7
10181,extra large,4
10182,large,4
10183,small,4
10184,large,7
10185,medium,4
10186,extra large,7
10187,extra large,5
10188,small,3
10189,medium,3
10190,medium,7
10191,medium,2
10192,large,3
10193,medium,3
10194,large,5
10195,medium,5
10196,extra large,3
10197,extra large,5
10198,medium,5
10199,small,4
10200,large,1
