Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
underweight,omnivore,daily,public,sometimes,236,rarely,medium,2,8,28,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[Stove],1057,1,1,1,1,4,1,0,0,0,0,1,High
normal,pescatarian,daily,private,often,202,rarely,large,3,20,37,0,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",4631,0,1,0,1,2,1,0,0,1,1,3,Medium
underweight,pescatarian,more frequently,public,often,79,never,medium,2,22,15,12,Yes,[Plastic],[Microwave],1065,1,0,0,0,1,0,0,1,0,0,1,Low
underweight,vegetarian,less frequently,walk/bicycle,sometimes,228,rarely,small,1,0,35,10,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1094,1,0,0,1,2,0,1,1,0,0,2,Medium
underweight,vegan,twice a day,private,never,212,rarely,medium,7,0,33,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3085,1,1,1,1,4,1,1,0,0,0,2,Medium
underweight,vegan,twice a day,walk/bicycle,sometimes,239,very frequently,extra large,6,24,46,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2542,1,1,1,1,4,1,1,0,0,0,2,High
underweight,vegan,twice a day,private,never,166,never,extra large,4,13,36,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2969,1,0,1,1,3,1,1,0,0,0,2,Medium
overweight,vegetarian,more frequently,public,never,161,never,small,1,1,11,6,No,[Plastic],"['Oven', 'Grill', 'Airfryer']",1320,1,0,0,0,1,0,1,0,1,1,3,Medium
underweight,omnivore,daily,walk/bicycle,often,225,rarely,extra large,5,5,50,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2155,0,1,1,1,3,1,1,1,0,0,3,Medium
obese,omnivore,less frequently,private,sometimes,253,never,medium,2,21,41,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3641,1,1,1,1,4,0,1,1,0,0,2,High
overweight,pescatarian,less frequently,public,sometimes,295,very frequently,medium,4,16,30,20,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3199,1,0,1,0,2,1,1,1,0,0,3,High
overweight,vegetarian,twice a day,private,sometimes,107,rarely,small,6,17,45,10,Sometimes,"['Paper', 'Plastic']",[Oven],2796,1,0,0,1,2,0,1,0,0,0,1,Low
normal,omnivore,twice a day,walk/bicycle,never,256,very frequently,small,3,11,43,19,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2654,0,1,1,0,2,0,0,1,1,1,3,High
obese,vegetarian,twice a day,public,sometimes,203,never,medium,2,15,43,23,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1236,1,1,1,0,3,1,1,0,0,0,2,Medium
normal,vegetarian,less frequently,walk/bicycle,sometimes,84,very frequently,small,3,19,23,9,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2233,1,1,1,0,3,0,1,0,1,1,3,Low
obese,vegetarian,less frequently,public,never,179,rarely,extra large,5,21,44,18,Sometimes,[Metal],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2708,0,0,1,0,1,0,1,1,1,1,4,Medium
underweight,vegetarian,twice a day,public,never,57,never,large,7,0,5,9,No,[Glass],[Stove],1184,0,1,0,0,1,1,0,0,0,0,1,Low
obese,vegan,daily,public,never,154,never,medium,5,18,42,1,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1099,1,1,1,0,3,1,0,1,1,1,4,Medium
normal,vegetarian,more frequently,public,never,276,rarely,small,5,10,37,20,Sometimes,[Glass],[Stove],1526,0,1,0,0,1,1,0,0,0,0,1,High
overweight,pescatarian,daily,public,sometimes,250,rarely,extra large,7,21,10,2,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1870,0,0,0,0,0,1,0,1,1,1,4,High
obese,omnivore,daily,walk/bicycle,never,184,never,large,6,1,28,13,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1833,1,1,0,0,2,1,0,1,0,0,2,Medium
normal,vegan,twice a day,public,often,179,very frequently,extra large,4,12,46,15,Sometimes,"['Paper', 'Metal']",[],3516,0,0,1,1,2,0,0,0,0,0,0,Medium
underweight,vegetarian,more frequently,public,never,66,very frequently,small,7,15,31,12,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2333,1,0,0,1,2,0,1,1,0,0,2,Low
obese,omnivore,less frequently,walk/bicycle,often,50,rarely,extra large,5,16,50,4,Yes,[Glass],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2718,0,1,0,0,1,1,0,1,1,1,4,Low
obese,vegetarian,daily,public,sometimes,130,rarely,medium,3,23,43,13,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1916,0,1,1,0,2,0,1,1,1,1,4,Medium
underweight,vegetarian,daily,private,never,213,rarely,small,5,4,50,12,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2637,0,1,1,0,2,1,1,1,0,0,3,Medium
overweight,pescatarian,daily,walk/bicycle,sometimes,233,rarely,medium,3,0,11,24,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1126,1,0,1,1,3,0,1,0,1,1,3,High
overweight,pescatarian,twice a day,walk/bicycle,sometimes,297,rarely,small,1,3,26,6,Sometimes,"['Plastic', 'Metal']",[Stove],1066,1,0,1,0,2,1,0,0,0,0,1,High
overweight,vegetarian,more frequently,walk/bicycle,sometimes,79,frequently,extra large,3,21,4,12,No,"['Plastic', 'Glass']","['Stove', 'Oven']",1855,1,1,0,0,2,1,1,0,0,0,2,Low
underweight,pescatarian,more frequently,private,sometimes,139,frequently,large,1,19,41,16,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2258,1,0,1,0,2,0,0,1,1,1,3,Medium
overweight,omnivore,twice a day,walk/bicycle,never,178,never,extra large,2,10,26,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1385,1,0,1,1,3,1,1,0,0,0,2,Medium
normal,omnivore,less frequently,private,never,293,never,medium,2,13,2,11,No,"['Paper', 'Glass']",[Stove],3201,0,1,0,1,2,1,0,0,0,0,1,High
normal,vegetarian,daily,walk/bicycle,sometimes,64,very frequently,large,7,4,49,13,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2771,0,1,1,0,2,0,1,0,1,1,3,Low
normal,pescatarian,twice a day,public,sometimes,242,never,large,3,24,26,1,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1331,1,1,0,0,2,0,0,1,1,1,3,High
underweight,omnivore,twice a day,private,never,170,frequently,medium,7,16,37,14,Yes,[],"['Stove', 'Oven']",2608,0,0,0,0,0,1,1,0,0,0,2,Medium
normal,vegan,less frequently,walk/bicycle,sometimes,155,never,large,4,22,24,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1414,0,1,1,1,3,0,1,1,1,1,4,Medium
normal,vegetarian,more frequently,public,never,255,frequently,extra large,7,3,25,22,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2339,1,1,0,0,2,0,1,1,1,1,4,High
overweight,omnivore,twice a day,public,sometimes,147,very frequently,extra large,1,5,29,12,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2783,0,1,0,1,2,1,1,1,1,1,5,Medium
obese,pescatarian,daily,private,sometimes,160,never,large,7,24,41,13,No,"['Plastic', 'Glass']",[Oven],4039,1,1,0,0,2,0,1,0,0,0,1,Medium
underweight,vegetarian,daily,private,never,85,very frequently,extra large,7,20,41,0,Yes,"['Paper', 'Glass', 'Metal']",[Stove],3036,0,1,1,1,3,1,0,0,0,0,1,Low
underweight,vegan,more frequently,public,often,188,rarely,small,7,9,30,2,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1645,0,0,0,0,0,0,1,1,1,1,4,Medium
obese,pescatarian,less frequently,walk/bicycle,often,90,frequently,extra large,4,9,2,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1553,1,1,1,1,4,0,1,1,1,1,4,Low
normal,pescatarian,twice a day,walk/bicycle,sometimes,259,frequently,extra large,6,7,18,17,Sometimes,[Metal],"['Stove', 'Grill', 'Airfryer']",2789,0,0,1,0,1,1,0,0,1,1,3,High
normal,vegan,more frequently,walk/bicycle,sometimes,69,never,small,1,7,21,19,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1023,1,1,0,0,2,1,1,1,1,1,5,Low
underweight,vegetarian,more frequently,private,often,210,very frequently,medium,1,6,1,20,Yes,"['Paper', 'Plastic', 'Glass']",[Stove],3624,1,1,0,1,3,1,0,0,0,0,1,Medium
obese,vegetarian,more frequently,walk/bicycle,never,147,very frequently,medium,5,18,8,11,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2561,0,0,1,1,2,0,1,0,1,1,3,Medium
obese,pescatarian,less frequently,private,sometimes,79,never,small,3,24,50,7,Yes,[Paper],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2855,0,0,0,1,1,1,1,1,1,1,5,Low
obese,pescatarian,twice a day,walk/bicycle,sometimes,226,very frequently,medium,4,6,9,17,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2267,1,1,1,1,4,0,0,0,0,0,0,Medium
normal,vegetarian,daily,public,sometimes,255,never,extra large,3,23,13,15,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",994,0,1,0,1,2,1,1,0,0,0,2,High
obese,vegan,twice a day,private,never,59,frequently,large,7,8,50,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3571,1,1,1,1,4,0,1,1,0,0,2,Low
obese,omnivore,twice a day,public,never,178,rarely,extra large,1,14,10,18,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1789,0,0,0,0,0,1,1,1,1,1,5,Medium
obese,vegan,twice a day,walk/bicycle,never,119,frequently,small,5,8,13,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",2170,0,1,0,1,2,1,0,1,0,0,2,Medium
obese,vegan,daily,private,often,282,rarely,large,6,11,44,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2751,1,0,0,1,2,0,0,1,1,1,3,High
normal,vegan,more frequently,public,sometimes,91,rarely,large,5,13,4,9,No,[Plastic],"['Stove', 'Oven', 'Microwave']",1470,1,0,0,0,1,1,1,1,0,0,3,Low
overweight,omnivore,twice a day,private,sometimes,202,frequently,medium,7,11,27,8,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3199,0,1,1,1,3,0,1,1,1,1,4,Medium
obese,pescatarian,twice a day,private,never,183,never,medium,2,0,49,2,Yes,"['Paper', 'Plastic']",[],3443,1,0,0,1,2,0,0,0,0,0,0,Medium
obese,pescatarian,less frequently,walk/bicycle,never,299,very frequently,medium,7,3,43,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3238,1,1,1,0,3,0,0,0,1,1,2,High
underweight,vegan,twice a day,private,sometimes,88,rarely,medium,4,16,41,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2598,1,1,1,0,3,0,1,1,0,0,2,Low
obese,vegetarian,less frequently,private,often,89,never,extra large,2,7,12,11,Sometimes,[Plastic],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1479,1,0,0,0,1,1,0,1,1,1,4,Low
underweight,vegan,twice a day,walk/bicycle,never,273,rarely,small,3,12,20,4,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",977,1,1,0,1,3,0,1,1,0,0,2,High
normal,vegan,twice a day,public,never,104,frequently,small,3,12,31,13,Sometimes,[Paper],"['Stove', 'Microwave']",1589,0,0,0,1,1,1,0,1,0,0,2,Low
normal,vegetarian,twice a day,private,often,176,rarely,medium,2,11,14,1,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1184,0,0,1,1,2,1,1,1,0,0,3,Medium
normal,omnivore,more frequently,private,sometimes,256,never,large,7,10,9,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2514,1,0,1,0,2,1,0,1,0,0,2,High
overweight,omnivore,more frequently,walk/bicycle,often,122,rarely,large,7,18,19,18,No,"['Paper', 'Metal']","['Stove', 'Oven']",2056,0,0,1,1,2,1,1,0,0,0,2,Medium
overweight,pescatarian,twice a day,walk/bicycle,sometimes,211,very frequently,small,7,17,5,2,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2546,1,1,1,0,3,1,1,0,1,1,4,Medium
underweight,vegetarian,more frequently,private,never,260,rarely,small,7,18,43,24,No,"['Glass', 'Metal']",[],2334,0,1,1,0,2,0,0,0,0,0,0,High
underweight,omnivore,less frequently,private,never,187,frequently,large,1,18,7,19,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",4131,1,0,0,1,2,1,1,0,1,1,4,Medium
overweight,vegan,more frequently,walk/bicycle,sometimes,259,frequently,large,1,22,40,14,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1857,1,0,1,1,3,0,1,1,1,1,4,High
overweight,pescatarian,less frequently,private,often,209,rarely,extra large,6,2,48,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2127,0,1,0,1,2,0,1,1,0,0,2,Medium
normal,vegan,twice a day,public,sometimes,126,frequently,medium,2,15,44,7,Sometimes,[Plastic],[Microwave],1738,1,0,0,0,1,0,0,1,0,0,1,Medium
normal,omnivore,less frequently,private,never,152,never,small,3,7,49,22,Yes,[Plastic],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2779,1,0,0,0,1,0,1,1,1,1,4,Medium
obese,vegetarian,less frequently,public,never,168,very frequently,extra large,4,24,47,20,Yes,[Plastic],"['Stove', 'Microwave']",4219,1,0,0,0,1,1,0,1,0,0,2,Medium
overweight,omnivore,daily,private,often,142,frequently,large,7,9,14,0,Yes,"['Plastic', 'Glass', 'Metal']",[Microwave],2966,1,1,1,0,3,0,0,1,0,0,1,Medium
obese,vegan,twice a day,walk/bicycle,never,95,never,small,6,1,42,9,Sometimes,[Metal],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1417,0,0,1,0,1,1,0,1,1,1,4,Low
overweight,vegetarian,twice a day,walk/bicycle,often,111,very frequently,medium,7,23,40,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",3444,1,0,1,0,2,1,0,0,1,1,3,Low
normal,vegetarian,daily,walk/bicycle,never,61,frequently,medium,4,13,11,23,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1641,1,1,0,1,3,1,1,0,1,1,4,Low
underweight,pescatarian,more frequently,private,never,183,very frequently,medium,5,8,37,9,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2886,0,1,1,1,3,1,0,0,1,1,3,Medium
obese,omnivore,more frequently,walk/bicycle,often,152,never,medium,7,2,50,4,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2537,0,0,0,0,0,0,0,1,1,1,3,Medium
normal,vegan,more frequently,private,never,117,rarely,medium,2,9,5,20,Yes,"['Paper', 'Plastic', 'Glass']",[Oven],572,1,1,0,1,3,0,1,0,0,0,1,Medium
obese,omnivore,daily,private,sometimes,163,frequently,extra large,4,15,44,17,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4285,0,1,0,1,2,1,1,1,1,1,5,Medium
underweight,vegan,twice a day,private,sometimes,181,rarely,large,5,12,46,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1837,1,1,0,0,2,1,1,1,0,0,3,Medium
obese,vegetarian,more frequently,walk/bicycle,never,236,very frequently,small,4,12,48,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3280,1,0,1,1,3,0,0,1,1,1,3,High
underweight,vegan,daily,private,never,109,very frequently,small,3,6,46,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[Microwave],2721,1,1,1,1,4,0,0,1,0,0,1,Low
obese,omnivore,more frequently,public,often,211,frequently,extra large,6,17,46,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[Stove],3095,1,1,1,1,4,1,0,0,0,0,1,Medium
overweight,pescatarian,less frequently,walk/bicycle,never,72,very frequently,medium,2,0,23,19,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",2537,0,1,0,1,2,0,1,1,0,0,2,Low
underweight,omnivore,daily,private,often,264,frequently,large,7,21,36,20,Sometimes,[Glass],"['Oven', 'Microwave']",5247,0,1,0,0,1,0,1,1,0,0,2,High
normal,omnivore,more frequently,walk/bicycle,sometimes,75,very frequently,large,3,19,50,11,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2601,1,1,0,0,2,1,0,1,0,0,2,Low
normal,omnivore,less frequently,public,often,157,frequently,small,5,4,13,10,No,"['Paper', 'Glass']",[Microwave],1895,0,1,0,1,2,0,0,1,0,0,1,Medium
overweight,pescatarian,less frequently,public,often,165,frequently,large,2,5,18,20,Yes,[Metal],"['Microwave', 'Grill', 'Airfryer']",2189,0,0,1,0,1,0,0,1,1,1,3,Medium
obese,pescatarian,daily,private,never,242,rarely,medium,1,14,2,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1089,1,0,0,1,2,0,1,1,1,1,4,High
normal,vegetarian,daily,walk/bicycle,sometimes,53,never,large,2,22,49,15,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1109,0,1,1,0,2,0,1,1,1,1,4,Low
overweight,pescatarian,more frequently,public,never,164,never,extra large,3,18,8,22,No,"['Paper', 'Plastic', 'Glass']",[],1328,1,1,0,1,3,0,0,0,0,0,0,Medium
overweight,vegan,twice a day,walk/bicycle,often,171,rarely,large,3,19,45,10,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2298,1,0,0,1,2,1,1,0,1,1,4,Medium
normal,vegan,twice a day,public,never,205,rarely,large,7,11,47,14,No,[Paper],"['Grill', 'Airfryer']",1986,0,0,0,1,1,0,0,0,1,1,2,Medium
normal,pescatarian,more frequently,walk/bicycle,often,284,never,medium,4,7,28,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1381,0,1,1,1,3,0,1,1,1,1,4,High
overweight,vegetarian,less frequently,walk/bicycle,sometimes,233,never,large,7,22,22,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1764,1,1,0,1,3,1,0,1,0,0,2,High
obese,vegan,twice a day,private,sometimes,65,very frequently,extra large,7,8,18,13,No,[Glass],"['Grill', 'Airfryer']",4658,0,1,0,0,1,0,0,0,1,1,2,Low
obese,omnivore,twice a day,private,often,67,never,medium,6,11,10,10,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3875,0,1,0,1,2,1,1,0,0,0,2,Low
overweight,pescatarian,more frequently,public,sometimes,54,never,large,3,11,46,19,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1536,1,1,1,0,3,1,1,0,0,0,2,Low
underweight,pescatarian,twice a day,private,sometimes,143,never,extra large,5,7,36,18,Sometimes,[],[Stove],3191,0,0,0,0,0,1,0,0,0,0,1,Medium
obese,vegan,less frequently,private,never,273,very frequently,medium,3,12,38,14,Sometimes,[Paper],"['Stove', 'Microwave']",3129,0,0,0,1,1,1,0,1,0,0,2,High
normal,vegan,twice a day,walk/bicycle,sometimes,247,rarely,large,6,11,37,16,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2294,1,0,0,1,2,1,1,1,0,0,3,High
normal,vegan,twice a day,public,never,125,very frequently,large,5,3,13,5,Sometimes,[Paper],[Microwave],2273,0,0,0,1,1,0,0,1,0,0,1,Medium
obese,vegetarian,more frequently,walk/bicycle,sometimes,197,frequently,medium,2,21,5,5,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1266,1,1,0,1,3,0,0,0,1,1,2,Medium
obese,omnivore,more frequently,public,often,159,frequently,large,3,24,45,14,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2578,1,1,0,1,3,1,1,0,1,1,4,Medium
overweight,vegan,more frequently,walk/bicycle,often,93,rarely,small,2,3,14,13,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1513,1,1,0,0,2,1,1,0,1,1,4,Low
overweight,pescatarian,twice a day,private,sometimes,132,never,small,7,21,46,16,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2445,1,0,1,0,2,0,1,1,0,0,2,Medium
overweight,vegetarian,more frequently,walk/bicycle,sometimes,233,frequently,small,2,17,10,1,No,[Metal],"['Stove', 'Oven', 'Grill', 'Airfryer']",1771,0,0,1,0,1,1,1,0,1,1,4,High
overweight,vegan,daily,public,often,159,never,small,1,10,32,18,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1335,1,0,1,0,2,0,0,1,1,1,3,Medium
underweight,vegan,twice a day,walk/bicycle,never,204,rarely,small,7,2,12,15,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",808,1,0,1,0,2,1,1,0,0,0,2,Medium
overweight,pescatarian,twice a day,private,never,252,very frequently,extra large,7,11,0,18,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",5444,1,1,0,0,2,1,1,0,0,0,2,High
obese,omnivore,twice a day,private,never,245,rarely,large,6,16,12,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2052,1,1,1,1,4,1,1,0,1,1,4,High
normal,pescatarian,more frequently,private,sometimes,160,frequently,large,4,11,10,24,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",5425,1,1,1,0,3,1,0,0,1,1,3,Medium
overweight,vegetarian,daily,walk/bicycle,never,220,never,small,5,2,35,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1100,0,1,0,1,2,1,1,1,0,0,3,Medium
underweight,pescatarian,less frequently,walk/bicycle,often,187,very frequently,extra large,3,18,1,14,Yes,"['Plastic', 'Glass']",[Microwave],2053,1,1,0,0,2,0,0,1,0,0,1,Medium
underweight,omnivore,daily,private,never,176,very frequently,extra large,7,18,29,13,Yes,[Paper],"['Stove', 'Oven', 'Microwave']",2922,0,0,0,1,1,1,1,1,0,0,3,Medium
obese,omnivore,twice a day,public,sometimes,292,never,large,3,18,45,2,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2160,1,0,0,1,2,1,0,0,1,1,3,High
obese,omnivore,twice a day,private,sometimes,234,very frequently,large,5,7,8,21,No,[Paper],"['Grill', 'Airfryer']",4963,0,0,0,1,1,0,0,0,1,1,2,High
underweight,omnivore,more frequently,private,often,61,rarely,large,1,18,32,10,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2207,1,1,1,0,3,1,1,0,1,1,4,Low
overweight,omnivore,more frequently,private,never,71,rarely,medium,5,1,13,4,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1073,1,0,1,0,2,0,1,1,0,0,2,Low
obese,vegetarian,twice a day,private,often,212,rarely,medium,6,21,41,12,Sometimes,[Glass],"['Oven', 'Grill', 'Airfryer']",2177,0,1,0,0,1,0,1,0,1,1,3,Medium
normal,pescatarian,less frequently,walk/bicycle,sometimes,56,frequently,small,4,15,24,7,Yes,[Glass],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1613,0,1,0,0,1,1,1,1,1,1,5,Low
normal,pescatarian,less frequently,private,often,169,frequently,extra large,7,18,34,0,Yes,[Paper],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2519,0,0,0,1,1,0,1,1,1,1,4,Medium
obese,vegetarian,less frequently,walk/bicycle,often,123,rarely,large,4,23,10,4,No,[Paper],"['Stove', 'Oven', 'Microwave']",1786,0,0,0,1,1,1,1,1,0,0,3,Medium
normal,omnivore,twice a day,private,often,142,rarely,medium,7,12,44,4,Yes,[Glass],"['Oven', 'Grill', 'Airfryer']",3529,0,1,0,0,1,0,1,0,1,1,3,Medium
normal,vegan,more frequently,public,often,126,never,medium,6,24,29,4,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1311,1,1,0,1,3,1,1,1,1,1,5,Medium
underweight,omnivore,more frequently,private,never,138,rarely,medium,7,9,42,11,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2819,1,0,1,0,2,0,1,0,1,1,3,Medium
underweight,vegetarian,twice a day,private,sometimes,138,frequently,medium,7,6,46,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",3404,1,0,1,0,2,1,0,0,1,1,3,Medium
obese,omnivore,more frequently,private,often,260,never,small,5,19,4,0,Sometimes,[Glass],[Stove],1721,0,1,0,0,1,1,0,0,0,0,1,High
normal,pescatarian,less frequently,public,never,156,very frequently,large,3,13,15,4,No,"['Paper', 'Plastic', 'Metal']",[Oven],2188,1,0,1,1,3,0,1,0,0,0,1,Medium
normal,omnivore,daily,walk/bicycle,sometimes,291,never,large,2,10,30,16,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1802,0,0,0,0,0,0,1,1,1,1,4,High
