ID,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
3391,underweight,female,omnivore,less frequently,wood,private,hybrid,often,83,rarely,9658,large,2,17,1,5,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2218
3392,underweight,female,omnivore,daily,electricity,private,lpg,sometimes,233,never,7843,small,1,0,26,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2483
3393,underweight,male,vegetarian,daily,electricity,public,,never,246,very frequently,612,large,2,23,23,14,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2106
3394,obese,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,89,very frequently,37,large,5,20,18,4,Sometimes,['Plastic'],['Microwave'],3127
3395,obese,male,vegan,daily,electricity,private,diesel,sometimes,85,rarely,4226,small,7,15,32,12,No,['Glass'],['Oven'],3045
3396,overweight,female,pescatarian,more frequently,wood,public,,sometimes,189,frequently,249,small,4,15,40,18,Yes,['Plastic'],['Microwave'],2023
3397,overweight,male,vegan,more frequently,coal,public,,sometimes,182,never,1107,large,5,9,35,19,No,['Plastic'],[],2366
3398,obese,female,pescatarian,more frequently,wood,public,,never,218,very frequently,1704,extra large,7,4,43,21,No,['Paper'],"['Stove', 'Oven']",3933
3399,underweight,female,pescatarian,twice a day,coal,public,,sometimes,58,never,420,medium,5,5,11,14,Sometimes,[],['Microwave'],1172
3400,normal,male,pescatarian,twice a day,coal,private,petrol,sometimes,173,rarely,4472,small,4,12,0,23,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2989
3401,obese,female,vegan,twice a day,coal,private,electric,sometimes,96,never,101,extra large,2,17,36,14,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1650
3402,overweight,male,omnivore,twice a day,wood,public,,never,272,rarely,996,large,6,24,29,21,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2255
3403,underweight,female,vegan,less frequently,coal,public,,often,115,never,32,small,3,13,37,15,Yes,['Glass'],"['Stove', 'Oven']",1325
3404,obese,male,omnivore,daily,wood,private,diesel,sometimes,179,frequently,746,large,6,11,30,10,No,['Metal'],"['Grill', 'Airfryer']",3380
3405,normal,male,vegan,more frequently,coal,private,hybrid,often,190,never,2638,large,6,23,25,4,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2318
3406,normal,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,246,rarely,9,medium,1,17,8,23,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1448
3407,obese,male,pescatarian,twice a day,coal,public,,sometimes,140,very frequently,1902,large,2,24,36,10,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3585
3408,obese,male,pescatarian,twice a day,coal,private,hybrid,sometimes,95,very frequently,7788,small,6,0,35,20,No,['Paper'],"['Stove', 'Microwave']",4882
3409,normal,female,vegetarian,twice a day,electricity,public,,often,233,frequently,1939,small,3,17,25,5,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1500
3410,underweight,female,pescatarian,more frequently,electricity,private,electric,often,227,frequently,2512,medium,5,18,50,12,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2015
3411,obese,male,pescatarian,more frequently,coal,public,,often,296,very frequently,686,large,5,2,40,8,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",4542
3412,overweight,male,vegetarian,more frequently,coal,walk/bicycle,,never,283,never,41,large,4,19,41,11,Sometimes,"['Plastic', 'Glass', 'Metal']",['Stove'],2030
3413,obese,male,omnivore,twice a day,electricity,walk/bicycle,,never,184,frequently,68,extra large,5,24,8,20,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2398
3414,underweight,female,vegetarian,twice a day,natural gas,public,,sometimes,123,frequently,430,extra large,1,17,41,12,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",1678
3415,overweight,female,vegetarian,daily,electricity,public,,sometimes,225,very frequently,1016,medium,6,14,34,9,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2688
3416,obese,male,omnivore,daily,electricity,private,lpg,never,211,never,2597,small,6,20,34,8,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2259
3417,underweight,male,vegan,daily,wood,walk/bicycle,,often,276,very frequently,54,extra large,7,21,20,13,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3281
3418,obese,male,vegan,twice a day,coal,private,lpg,sometimes,50,frequently,3729,medium,1,7,26,16,Sometimes,['Plastic'],['Microwave'],3560
3419,underweight,female,vegan,less frequently,electricity,public,,never,66,very frequently,1067,extra large,5,19,21,13,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2080
3420,normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,never,109,frequently,24,small,7,15,27,15,No,"['Plastic', 'Glass', 'Metal']",[],1555
3421,obese,male,pescatarian,twice a day,coal,public,,sometimes,161,very frequently,1499,large,4,24,10,16,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3555
3422,underweight,female,omnivore,daily,electricity,public,,never,207,rarely,191,small,1,17,30,4,Yes,[],"['Stove', 'Microwave']",1095
3423,overweight,male,omnivore,less frequently,natural gas,walk/bicycle,,often,107,very frequently,46,large,3,9,21,8,Yes,['Plastic'],[],2777
3424,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,255,rarely,66,extra large,1,3,41,14,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1761
3425,overweight,female,pescatarian,less frequently,electricity,public,,often,236,never,1818,extra large,7,10,22,4,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1737
3426,normal,female,pescatarian,less frequently,coal,walk/bicycle,,often,268,never,33,large,1,3,25,7,Sometimes,['Paper'],[],1255
3427,obese,male,pescatarian,less frequently,electricity,public,,never,201,rarely,1193,small,6,1,44,10,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1952
3428,overweight,female,pescatarian,less frequently,wood,walk/bicycle,,often,264,frequently,75,medium,4,23,42,12,No,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2330
3429,normal,female,vegetarian,twice a day,wood,public,,sometimes,98,frequently,1712,small,1,0,36,4,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1617
3430,underweight,male,vegan,daily,natural gas,walk/bicycle,,never,295,very frequently,65,extra large,7,4,21,1,No,['Metal'],['Oven'],3033
3431,obese,male,pescatarian,twice a day,natural gas,private,electric,often,190,rarely,7590,extra large,3,22,35,11,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2514
3432,underweight,male,pescatarian,more frequently,coal,private,hybrid,often,51,rarely,7943,extra large,6,21,49,5,Sometimes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",4014
3433,overweight,male,omnivore,twice a day,electricity,public,,sometimes,243,rarely,104,small,1,11,24,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1095
3434,normal,female,vegan,daily,coal,walk/bicycle,,sometimes,132,frequently,32,extra large,4,21,26,4,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1974
3435,overweight,male,vegetarian,less frequently,electricity,public,,often,109,frequently,622,large,2,17,19,9,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1707
3436,obese,male,vegetarian,more frequently,electricity,private,electric,sometimes,282,frequently,4700,large,2,5,39,16,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1933
3437,normal,male,pescatarian,less frequently,coal,walk/bicycle,,often,125,frequently,71,extra large,3,17,49,16,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",2742
3438,obese,female,pescatarian,less frequently,natural gas,private,electric,often,156,frequently,7398,medium,4,0,32,9,No,['Paper'],"['Stove', 'Oven']",2282
3439,overweight,male,vegan,less frequently,electricity,private,diesel,never,88,never,8656,medium,1,4,50,10,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3680
3440,underweight,male,omnivore,daily,electricity,walk/bicycle,,never,108,frequently,14,extra large,1,19,1,20,Sometimes,['Plastic'],['Oven'],1342
3441,overweight,female,pescatarian,daily,coal,private,lpg,often,111,rarely,3826,small,7,9,7,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2045
3442,obese,male,omnivore,more frequently,electricity,public,,often,253,rarely,825,medium,4,21,8,15,No,['Glass'],['Oven'],1950
3443,underweight,female,pescatarian,twice a day,electricity,public,,sometimes,200,very frequently,417,extra large,7,22,0,17,No,[],"['Oven', 'Grill', 'Airfryer']",2569
3444,normal,female,omnivore,less frequently,coal,walk/bicycle,,sometimes,139,never,27,large,7,12,21,0,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1582
3445,underweight,male,omnivore,more frequently,coal,private,petrol,often,260,rarely,9767,medium,7,3,3,13,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",5145
3446,normal,female,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,261,never,44,large,5,14,19,9,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1082
3447,obese,male,pescatarian,daily,coal,walk/bicycle,,sometimes,160,frequently,7,extra large,5,17,1,11,Sometimes,"['Paper', 'Plastic']",[],2637
3448,normal,male,omnivore,less frequently,wood,walk/bicycle,,often,175,very frequently,21,extra large,5,13,14,7,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2937
3449,obese,female,omnivore,daily,wood,public,,never,291,never,1615,large,7,1,33,0,No,"['Glass', 'Metal']",['Stove'],2095
3450,normal,female,omnivore,less frequently,electricity,public,,never,90,very frequently,1078,medium,7,14,14,6,Sometimes,['Paper'],['Stove'],2056
3451,obese,female,vegetarian,twice a day,wood,private,hybrid,often,155,very frequently,8877,large,7,9,20,3,Yes,"['Paper', 'Metal']",['Stove'],4231
3452,underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,127,never,49,extra large,7,23,9,18,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",1634
3453,normal,male,vegan,less frequently,coal,walk/bicycle,,sometimes,246,never,66,large,4,12,45,8,Sometimes,"['Plastic', 'Metal']",[],1737
3454,normal,male,omnivore,twice a day,wood,private,hybrid,never,208,rarely,5539,large,4,15,41,12,Yes,"['Glass', 'Metal']",['Microwave'],2686
3455,overweight,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,260,frequently,87,extra large,7,16,37,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2703
3456,underweight,male,pescatarian,more frequently,wood,public,,never,52,never,555,medium,1,5,47,13,Sometimes,['Paper'],"['Oven', 'Microwave']",1262
3457,obese,male,vegetarian,twice a day,coal,private,petrol,often,133,frequently,8026,large,7,2,26,8,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",6176
3458,normal,male,vegetarian,daily,electricity,private,hybrid,never,221,never,6134,extra large,1,24,13,10,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1864
3459,underweight,female,omnivore,twice a day,electricity,walk/bicycle,,never,107,rarely,50,small,7,8,7,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",538
3460,normal,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,262,rarely,40,large,6,2,4,19,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1530
3461,obese,female,vegetarian,daily,electricity,walk/bicycle,,often,63,never,21,extra large,1,4,15,7,No,"['Paper', 'Metal']","['Oven', 'Microwave']",691
3462,normal,male,pescatarian,twice a day,electricity,public,,often,126,rarely,511,large,5,23,3,17,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1182
3463,obese,female,vegetarian,less frequently,electricity,public,,often,269,rarely,344,medium,5,22,39,8,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1638
3464,underweight,female,vegan,more frequently,electricity,public,,sometimes,106,never,436,large,2,23,37,1,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",998
3465,normal,male,omnivore,less frequently,natural gas,public,,never,113,very frequently,673,large,7,8,18,23,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],2726
3466,overweight,male,pescatarian,more frequently,electricity,private,lpg,never,261,never,6571,large,7,0,46,9,Yes,['Plastic'],['Microwave'],4038
3467,normal,male,vegetarian,more frequently,coal,walk/bicycle,,never,267,never,14,small,4,19,36,10,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1396
3468,normal,female,vegetarian,twice a day,coal,walk/bicycle,,never,111,rarely,18,extra large,4,0,29,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1575
3469,underweight,male,pescatarian,more frequently,wood,private,diesel,sometimes,127,very frequently,8457,large,4,9,36,0,Sometimes,"['Plastic', 'Metal']",['Stove'],4729
3470,normal,female,omnivore,more frequently,electricity,private,lpg,never,170,frequently,2463,large,2,5,21,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1780
3471,underweight,male,vegetarian,twice a day,coal,public,,never,242,never,145,medium,5,13,42,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1376
3472,obese,female,vegan,twice a day,wood,public,,often,269,rarely,1763,extra large,4,22,25,10,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1813
3473,underweight,female,pescatarian,less frequently,coal,public,,sometimes,206,rarely,688,extra large,7,22,31,17,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2002
3474,underweight,male,vegan,daily,coal,private,lpg,sometimes,220,never,1170,small,2,5,9,10,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1208
3475,overweight,female,pescatarian,twice a day,electricity,private,lpg,sometimes,285,frequently,5102,small,5,16,20,12,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3166
3476,normal,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,142,rarely,91,extra large,4,8,3,20,Yes,['Paper'],"['Stove', 'Oven']",1134
3477,overweight,female,pescatarian,daily,wood,walk/bicycle,,sometimes,91,never,39,extra large,2,22,12,3,No,"['Paper', 'Plastic']","['Stove', 'Oven']",974
3478,underweight,female,omnivore,twice a day,electricity,private,lpg,sometimes,152,frequently,2222,small,1,1,17,17,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2009
3479,underweight,female,pescatarian,daily,electricity,walk/bicycle,,often,157,never,86,extra large,7,2,27,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1418
3480,underweight,male,omnivore,more frequently,natural gas,walk/bicycle,,never,169,never,1,small,5,3,7,13,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",926
3481,normal,female,vegetarian,more frequently,wood,walk/bicycle,,sometimes,150,never,32,extra large,1,4,30,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",793
3482,normal,male,vegetarian,twice a day,coal,public,,never,156,never,1941,extra large,3,21,5,17,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1571
3483,obese,female,vegan,daily,wood,private,hybrid,sometimes,214,rarely,9623,extra large,1,24,38,21,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",3200
3484,overweight,male,omnivore,daily,electricity,private,lpg,often,248,never,6726,medium,5,5,27,7,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],3362
3485,overweight,female,omnivore,twice a day,electricity,public,,often,283,frequently,626,extra large,3,1,38,8,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2262
3486,obese,male,vegan,twice a day,natural gas,public,,sometimes,108,very frequently,1257,large,4,0,14,3,Sometimes,"['Paper', 'Metal']",['Stove'],2787
3487,normal,male,vegetarian,daily,coal,walk/bicycle,,never,98,very frequently,10,large,7,14,43,12,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3451
3488,obese,male,pescatarian,less frequently,electricity,private,hybrid,sometimes,293,rarely,4206,medium,7,3,35,3,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2629
3489,obese,male,omnivore,less frequently,wood,walk/bicycle,,never,270,never,1,large,1,14,11,3,Sometimes,['Glass'],['Microwave'],1302
3490,obese,male,omnivore,more frequently,natural gas,private,electric,never,279,very frequently,7185,large,4,7,30,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3859
3491,underweight,female,pescatarian,less frequently,wood,private,diesel,sometimes,229,rarely,3225,medium,5,6,10,16,Sometimes,['Metal'],"['Stove', 'Microwave']",1878
3492,underweight,male,vegetarian,twice a day,electricity,public,,never,266,never,843,medium,7,2,14,5,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",947
3493,normal,female,vegan,twice a day,electricity,walk/bicycle,,never,79,very frequently,3,medium,2,23,43,23,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2005
3494,obese,female,omnivore,twice a day,coal,public,,sometimes,293,frequently,8,large,6,12,27,17,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3316
3495,overweight,male,vegan,daily,wood,private,petrol,sometimes,288,very frequently,4362,medium,5,6,36,21,Sometimes,['Plastic'],['Oven'],5279
3496,underweight,female,omnivore,twice a day,wood,walk/bicycle,,sometimes,276,frequently,69,medium,2,0,3,23,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1259
3497,normal,male,omnivore,twice a day,natural gas,private,petrol,sometimes,240,rarely,8046,small,1,8,11,15,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4552
3498,underweight,male,vegan,more frequently,natural gas,private,diesel,never,97,never,6852,large,3,7,8,23,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",2225
3499,obese,male,pescatarian,twice a day,wood,walk/bicycle,,never,202,frequently,57,medium,6,5,2,8,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2039
3500,overweight,male,omnivore,less frequently,natural gas,private,diesel,often,154,very frequently,7926,medium,5,18,47,2,Sometimes,['Paper'],"['Grill', 'Airfryer']",5735
3501,overweight,male,vegan,less frequently,coal,private,electric,often,173,very frequently,5391,large,4,13,2,0,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2866
3502,obese,female,vegetarian,daily,coal,walk/bicycle,,sometimes,81,never,19,extra large,7,12,14,24,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2014
3503,overweight,female,vegetarian,more frequently,coal,private,diesel,never,125,very frequently,3775,large,4,10,30,13,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3617
3504,overweight,male,pescatarian,twice a day,wood,public,,sometimes,158,rarely,1532,medium,6,17,4,8,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1404
3505,underweight,female,vegetarian,more frequently,coal,walk/bicycle,,never,79,frequently,5,small,6,10,17,9,Yes,[],"['Microwave', 'Grill', 'Airfryer']",1664
